180.0	0.344
280.0	0.4
379.0	0.438
479.0	0.462
579.0	0.469
678.0	0.484
778.0	0.489
878.0	0.492
978.0	0.488
1077.0	0.492
1177.0	0.492
1277.0	0.494
1376.0	0.491
1476.0	0.489
1576.0	0.484
1675.0	0.475
1775.0	0.474
1875.0	0.471
1975.0	0.466
2074.0	0.46
2174.0	0.451
2274.0	0.446
2373.0	0.439
2473.0	0.434
2573.0	0.428
2672.0	0.421
2772.0	0.415
2872.0	0.412
2972.0	0.408
3071.0	0.405
3171.0	0.405
3271.0	0.404
3370.0	0.404
3470.0	0.404
